,ligand,receptor,pathway,ligand_annotation,TF
ANGPTL4|SDC3,ANGPTL4,SDC3,ANGPTL,Secreted,"PAX8, SOX2, HES5, RBPJ, SMAD1, LEF1, HES1, HIF1A, MEF2C"
ANGPTL4|SDC1,ANGPTL4,SDC1,ANGPTL,Secreted,"NR4A1, CREB5, ESR2, CEBPB, CREB3L1, ATF6B, ETS2, ERF, CREB3L4, ELK1, JUN, HSF1, SP1, AR, ESR1, STAT1, RELA, FOS, HIF1A, ETS1, TP53, NFKB1, MITF, NFATC3, ATF4, CREB3L2, EGR1, SMAD3, MYC, NFATC1, ATF2, CREB3, RUNX2, NFATC2, CREB1, THRB"
ANGPTL4|SDC4,ANGPTL4,SDC4,ANGPTL,Secreted,"PAX8, CREB5, CREB3L1, ATF6B, STAT3, CREB3L4, ELK1, JUN, AR, ESR1, FOS, NFATC3, ATF4, CREB3L2, SMAD3, NFATC1, ATF2, CREB3, NFATC2, CREB1"
ANGPTL4|CDH5,ANGPTL4,CDH5,ANGPTL,Secreted,"NR4A1, FOXO3, TCF7L2, THRA, PITX2, POU5F1, TCF4, HNF1A, FOXO1, FOXO4, MLXIPL, NR4A3, RELA, KLF4, TP53, NFKB1, TCF7, MYOD1, NR4A2, FOXO6"
ANGPTL4|SDC2,ANGPTL4,SDC2,ANGPTL,Secreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
ANGPTL4|CDH11,ANGPTL4,CDH11,ANGPTL,Secreted,"NR4A1, MYOD1, NR4A2, FOXO4, FOXO3, KLF4, TCF7L2, NR4A3, PITX2, POU5F1, TCF4, HNF1A, FOXO1, TCF7"
ANGPTL1|TEK,ANGPTL1,TEK,ANGPTL,Secreted,"NR4A1, FOXO3, BRCA1, CREB5, CREB3L1, ATF6B, CREB3L4, RUNX3, RXRA, RELA, HIF1A, CREB3L3, TP53, NFKB1, ATF4, CREB3L2, MYC, RBL2, ATF2, CREB3, IKBKB, MYB, CREB1, MDM2"
ANGPTL2|COMPLEX:ITGA5_ITGB1,ANGPTL2,COMPLEX:ITGA5_ITGB1,ANGPTL,Secreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
ANGPTL2|TLR4,ANGPTL2,TLR4,ANGPTL,Secreted,"NR4A1, NR3C1, FOXO3, MEF2B, THRA, SP7, CREB5, ESR2, CEBPB, VDR, CREB3L1, ATF6B, STAT3, DDIT3, ETS2, ERF, CREB3L4, GATA2, ELK1, JUN, HSF1, MEF2A, SP1, ELK4, TCF3, AR, ESR1, STAT1, TRAF6, RELA, FOS, HIF1A, ETS1, MEF2C, JUNB, TP53, USF1, NFKB1, MITF, NFATC3, ATF4, TWIST1, ATF6, RARA, DLX5, CREB3L2, EGR1, SMAD3, MYC, NFATC1, HBP1, ATF2, CREB3, STAT4, ELK3, RUNX2, NFATC2, CREB1, MEF2D, THRB"
ANGPTL2|LILRB2,ANGPTL2,LILRB2,ANGPTL,Secreted,
ANGPTL3|COMPLEX:ITGAV_ITGB3,ANGPTL3,COMPLEX:ITGAV_ITGB3,ANGPTL,Secreted,"NFKB1, RUNX3, RXRA, AR, ESR1, STAT1, FOS, STAT3, RELA, GTF2I, STAT5A, HIF1A, STAT5B, PPARG"
ANGPTL3|ITGA5,ANGPTL3,ITGA5,ANGPTL,Secreted,"STAT3, FOS, SP1, JUN"
ANGPTL1|COMPLEX:ITGA1_ITGB1,ANGPTL1,COMPLEX:ITGA1_ITGB1,ANGPTL,Secreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
ANGPTL1|LILRB3,ANGPTL1,LILRB3,ANGPTL,Secreted,
ANGPTL7|LILRB3,ANGPTL7,LILRB3,ANGPTL,Secreted,
ANXA1|EGFR,ANXA1,EGFR,ANNEXIN,unSecreted,"NR4A1, FOXO3, BRCA1, TCF7L2, TP73, THRA, IRF1, ATF6B, STAT3, ERF, DNMT1, FOXO1, HSF1, RUNX3, EP300, TRAF6, ABL1, HIF1A, TP53, RARA, CREB3L2, PPARG, SMAD3, NFKBIB, ATF2, STAT4, HIC1, CREB1, MDM2, IRF3, MED1, ELK1, CREBBP, RXRA, AR, STAT1, DBP, MITF, NFKB2, STAT5B, TCF7, RBL2, RORA, IKBKB, LEF1, FOXO6, NFATC2, ARNT, CREB5, PRDM1, CEBPB, TCF7L1, ETS2, SPI1, NCOA3, SP1, XBP1, JUNB, TFCP2, ATF4, IRF9, CTNNB1, EGR1, STAT6, NFATC1, NFKBIA, RUNX2, GATA3, PGR, ESR2, CREB3L1, CREB3L4, SRF, JUN, FOXO4, STAT2, ESR1, RELA, FOS, STAT5A, CREB3L3, ETS1, KLF4, NFKB1, USF1, NFATC3, MYC, E2F1, CREB3, MYB, THRB"
ANXA1|FPR1,ANXA1,FPR1,ANNEXIN,unSecreted,"STAT3, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, ESR1, FOS, STAT5A"
ANXA1|FPR3,ANXA1,FPR3,ANNEXIN,unSecreted,
ANOS1|FGFR1,ANOS1,FGFR1,ANOS1,unSecreted,"NR4A1, FOXO3, TCF7L2, CREB5, BRCA1, THRA, TCF7L1, CREB3L1, ATF6B, CREB3L4, FOXO1, JUN, CREBBP, RUNX3, RXRA, EP300, RELA, FOS, TRAF6, HIF1A, CREB3L3, ETS1, TP53, NFKB1, ATF4, CTNNB1, NFKB2, CREB3L2, TCF7, MYC, RBL2, NFKBIA, ATF2, CREB3, IKBKB, MYB, LEF1, CREB1, MDM2"
ANOS1|SDC2,ANOS1,SDC2,ANOS1,unSecreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
ANXA1|COMPLEX:FPR2_LXA4,ANXA1,COMPLEX:FPR2_LXA4,ANXA1,unSecreted,
APLN|APLNR,APLN,APLNR,APELIN,Secreted,"STAT3, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, ESR1, FOS, STAT5A"
APELA|APLNR,APELA,APLNR,APJ,Secreted,"STAT3, PPARG, RXRA, AR, STAT1, STAT5B, GTF2I, ESR1, FOS, STAT5A"
APLN|GRM7,APLN,GRM7,APLN,Secreted,"STAT3, TP53, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
APOB|LDLR,APOB,LDLR,APOB,Secreted,
APOB|OLR1,APOB,OLR1,APOB,Secreted,
APOB|LRP2,APOB,LRP2,APOB,Secreted,GATA3
APOB|LSR,APOB,LSR,APOB,Secreted,
APOD|LEPR,APOD,LEPR,APOD,Secreted,"FOXO3, PRDM1, STAT3, DNMT1, SPI1, GRHL1, FOXO1, FOXO4, MLXIPL, STAT2, STAT1, RELA, DBP, STAT5A, PPARGC1A, ATOH1, JUNB, KLF4, TP53, IRF9, STAT5B, HOXA10, EGR1, MYC, STAT6, STAT4, FOXO6, PPARA, GTF2I"
APOE|LRP5,APOE,LRP5,APOE,Secreted,"MYC, SMAD3, HSF1, MLXIPL, TCF7L2, ARNTL, FOSL1, TCF7L1, GLI3, CLOCK, LEF1, GLI2, FOXM1, CTNNB1, PPARD, TBP, TCF7, JUN"
APOE|LDLR,APOE,LDLR,APOE,Secreted,
APOE|SDC2,APOE,SDC2,APOE,Secreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
APOE|VLDLR,APOE,VLDLR,APOE,Secreted,
APOE|LRP2,APOE,LRP2,APOE,Secreted,GATA3
APOE|LRP1,APOE,LRP1,APOE,Secreted,"RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG"
APOE|LRP8,APOE,LRP8,APOE,Secreted,
APOE|LSR,APOE,LSR,APOE,Secreted,
APOE|SCARB1,APOE,SCARB1,APOE,Secreted,"RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG"
APOE|SORL1,APOE,SORL1,APOE,Secreted,
APOE|TREM2,APOE,TREM2,APOE,Secreted,"NFATC1, NFKB1, RELA, FOS, NFATC3, NFATC2, JUN"
APP|TNFRSF21,APP,TNFRSF21,APP,unSecreted,"TP73, TP63"
APP|CD74,APP,CD74,APP,unSecreted,"STAT3, STAT1, DBP, STAT5B, STAT2, STAT5A"
APP|NGFR,APP,NGFR,APP,unSecreted,"NR4A1, FOXO3, BRCA1, CREB5, ESR2, CREB3L1, ATF6B, CREB3L4, JUND, ELK1, FOXO1, AHCTF1, JUN, SP1, FOXO4, RXRA, FOSB, FOSL1, ESR1, RELA, FOS, CREB3L3, JUNB, TP53, NFKB1, ATF4, CREB3L2, EGR1, MYC, SMAD3, RBL2, ATF2, CREB3, IKBKB, MYB, FOXO6, SMAD4, FOSL2, CREB1, MDM2"
APP|FPR2,APP,FPR2,APP,unSecreted,
APP|GPC1,APP,GPC1,APP,unSecreted,"NFATC1, AR, ESR1, NFATC3, FOS, NFATC2, CREB1, HIF1A"
APP|LRP1,APP,LRP1,APP,unSecreted,"RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG"
APP|NCSTN,APP,NCSTN,APP,unSecreted,"HEY2, NFKB1, HEY1, HES5, RBPJ, RELA, STAT3, RBPJL, HES1"
APP|SORL1,APP,SORL1,APP,unSecreted,
TNFSF13|TNFRSF11B,TNFSF13,TNFRSF11B,APRIL,Secreted,
TNFSF13|TNFRSF13B,TNFSF13,TNFRSF13B,APRIL,Secreted,
TNFSF13|TNFRSF1A,TNFSF13,TNFRSF1A,APRIL,Secreted,"FOXO3, TP73, ESR2, DDIT3, SREBF1, PARP1, STAT3, JUND, REL, ELK1, FOXO1, JUN, RELB, DAXX, SP1, ELK4, FOXO4, TP63, FOSB, FOSL1, ESR1, RELA, FOS, TRAF6, TERF1, MEF2C, JUNB, TP53, NFKB1, NFATC3, ATF4, NFKB2, EGR1, IRF5, MYC, SMAD3, NFATC1, TERF2, NFKBIB, NFKBIA, ATF2, IKBKB, FOXO6, MAX, SMAD4, FOSL2, CREB1"
TNFSF13|FAS,TNFSF13,FAS,APRIL,Secreted,"TP53, DAXX, NFKB1, ELK4, TERF2, NFKBIA, ATF2, ATM, ATF4, DDIT3, FOS, PARP1, RELA, MAX, TERF1, ELK1, JUN, MEF2C"
TNFSF13|SDC2,TNFSF13,SDC2,APRIL,Secreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
TNFSF13|TNFRSF17,TNFSF13,TNFRSF17,APRIL,Secreted,"ELK1, RELA, NFKB1"
TNFSF13|TNFRSF14,TNFSF13,TNFRSF14,APRIL,Secreted,"IKBKB, NFKBIA"
AVP|AVPR2,AVP,AVPR2,AVP,Secreted,"CREB5, CREB3, CREB3L1, CREB3L4, CREB1, CREB3L3, CREB3L2"
AVP|OXTR,AVP,OXTR,AVP,Secreted,"NFKB1, NFATC1, CREBBP, GLI1, CREB5, CREB3, CREB3L1, FOS, GLI3, CREB3L4, SOX9, PPARA, GATA4, CREB1, JUN, CREB3L3, CREB3L2"
AVP|AVPR1A,AVP,AVPR1A,AVP,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
AVP|AVPR1B,AVP,AVPR1B,AVP,Secreted,"STAT3, PPARG, SMAD3, RXRA, AR, STAT1, STAT5B, GTF2I, JUN, ESR1, FOS, STAT5A, MYC"
AZGP1|ITGAV,AZGP1,ITGAV,AZGP1,Secreted,"NFKB1, RUNX3, AR, ESR1, RELA, FOS, HIF1A"
B2M|TFRC,B2M,TFRC,B2M,unSecreted,
B2M|CD1A,B2M,CD1A,B2M,unSecreted,
B2M|KLRC1,B2M,KLRC1,B2M,unSecreted,STAT2
B2M|CD1B,B2M,CD1B,B2M,unSecreted,
B2M|KLRD1,B2M,KLRD1,B2M,unSecreted,"NFATC1, NFKB1, STAT2, RELA, FOS, NFATC3, NFATC2, JUN"
B2M|LILRB1,B2M,LILRB1,B2M,unSecreted,
TNFSF13B|TNFRSF13B,TNFSF13B,TNFRSF13B,BAFF,Secreted,
TNFSF13B|TNFRSF17,TNFSF13B,TNFRSF17,BAFF,Secreted,"ELK1, RELA, NFKB1"
TNFSF13B|TNFRSF13C,TNFSF13B,TNFRSF13C,BAFF,Secreted,NFKB2
BAG6|NCR3,BAG6,NCR3,BAG,Secreted,
BDNF|NGFR,BDNF,NGFR,BDNF,Secreted,"NR4A1, FOXO3, BRCA1, CREB5, ESR2, CREB3L1, ATF6B, CREB3L4, JUND, ELK1, FOXO1, AHCTF1, JUN, SP1, FOXO4, RXRA, FOSB, FOSL1, ESR1, RELA, FOS, CREB3L3, JUNB, TP53, NFKB1, ATF4, CREB3L2, EGR1, MYC, SMAD3, RBL2, ATF2, CREB3, IKBKB, MYB, FOXO6, SMAD4, FOSL2, CREB1, MDM2"
BDNF|SORT1,BDNF,SORT1,BDNF,Secreted,
BGN|TLR4,BGN,TLR4,BGN,Secreted,"NR4A1, NR3C1, FOXO3, MEF2B, THRA, SP7, CREB5, ESR2, CEBPB, VDR, CREB3L1, ATF6B, STAT3, DDIT3, ETS2, ERF, CREB3L4, GATA2, ELK1, JUN, HSF1, MEF2A, SP1, ELK4, TCF3, AR, ESR1, STAT1, TRAF6, RELA, FOS, HIF1A, ETS1, MEF2C, JUNB, TP53, USF1, NFKB1, MITF, NFATC3, ATF4, TWIST1, ATF6, RARA, DLX5, CREB3L2, EGR1, SMAD3, MYC, NFATC1, HBP1, ATF2, CREB3, STAT4, ELK3, RUNX2, NFATC2, CREB1, MEF2D, THRB"
BGN|TLR2,BGN,TLR2,BGN,Secreted,"NFKB1, VDR, RELA, FOS, JUN"
BMP10|BMPR1B,BMP10,BMPR1B,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
BMP10|ENG,BMP10,ENG,BMP,Secreted,
BMP10|BMPR1A,BMP10,BMPR1A,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
BMP10|ACVR1,BMP10,ACVR1,BMP,Secreted,"SMAD3, JUNB, NFKB1, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, NANOG, E2F5, SMAD5"
BMP15|ACVR2A,BMP15,ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, E2F4, TFDP1, RELA, SMAD1, SMAD4, NANOG, E2F5, SMAD5, SMAD2"
BMP15|BMPR1A,BMP15,BMPR1A,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
BMP2|ENG,BMP2,ENG,BMP,Secreted,
BMP2|ACVR1,BMP2,ACVR1,BMP,Secreted,"SMAD3, JUNB, NFKB1, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, NANOG, E2F5, SMAD5"
BMP4|BMPR2,BMP4,BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
BMP3|ACVR2A,BMP3,ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, E2F4, TFDP1, RELA, SMAD1, SMAD4, NANOG, E2F5, SMAD5, SMAD2"
BMP3|ACVR2B,BMP3,ACVR2B,BMP,Secreted,"TCF7L2, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, LEF1, MAX, GATA3, CREB1"
BMP7|ENG,BMP7,ENG,BMP,Secreted,
BMP6|AMHR2,BMP6,AMHR2,BMP,Secreted,"SMAD1, SMAD9, SMAD5"
GDF9|COMPLEX:BMPR2_TGFBR1,GDF9,COMPLEX:BMPR2_TGFBR1,BMP,Secreted,"RORC, TCF7L2, ID3, TCF7L1, DDIT3, STAT3, ELK1, E2F5, SMAD2, E2F2, DAXX, ELK4, MYBL2, ID2, E2F4, RELA, TERF1, FOXM1, NANOG, SMAD5, MEF2C, JUNB, TP53, NFKB1, RBL1, ATF4, SMAD9, E2F3, TCF7, IRF5, SMAD3, RB1, RBL2, RORA, TERF2, E2F1, ATF2, TFDP1, SMAD1, FOXP3, SMAD4, RUNX2, ID4, MAX, ID1, LEF1"
GDF9|BMPR1B,GDF9,BMPR1B,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
GDF9|BMPR1A,GDF9,BMPR1A,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
BMP2|COMPLEX:BMPR1A_ACVR2A,BMP2,COMPLEX:BMPR1A_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, NANOG, E2F5, SMAD5, SMAD2"
BMP2|COMPLEX:BMPR1A_ACVR2B,BMP2,COMPLEX:BMPR1A_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, CREB1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, RUNX2, ID4, LEF1, ID1, MAX, GATA3"
BMP2|COMPLEX:BMPR1A_BMPR2,BMP2,COMPLEX:BMPR1A_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
BMP2|COMPLEX:BMPR1B_ACVR2A,BMP2,COMPLEX:BMPR1B_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, NANOG, E2F5, SMAD5, SMAD2"
BMP2|COMPLEX:BMPR1B_ACVR2B,BMP2,COMPLEX:BMPR1B_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, LEF1, ID4, MAX, ID1, CREB1, GATA3"
BMP2|COMPLEX:BMPR1B_BMPR2,BMP2,COMPLEX:BMPR1B_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
BMP4|COMPLEX:BMPR1A_ACVR2A,BMP4,COMPLEX:BMPR1A_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, NANOG, E2F5, SMAD5, SMAD2"
BMP4|COMPLEX:BMPR1A_ACVR2B,BMP4,COMPLEX:BMPR1A_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, CREB1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, RUNX2, ID4, LEF1, ID1, MAX, GATA3"
BMP4|COMPLEX:BMPR1A_BMPR2,BMP4,COMPLEX:BMPR1A_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
BMP4|COMPLEX:BMPR1B_ACVR2A,BMP4,COMPLEX:BMPR1B_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, NANOG, E2F5, SMAD5, SMAD2"
BMP4|COMPLEX:BMPR1B_ACVR2B,BMP4,COMPLEX:BMPR1B_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, LEF1, ID4, MAX, ID1, CREB1, GATA3"
BMP4|COMPLEX:BMPR1B_BMPR2,BMP4,COMPLEX:BMPR1B_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
GDF5|COMPLEX:BMPR1A_ACVR2A,GDF5,COMPLEX:BMPR1A_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, NANOG, E2F5, SMAD5, SMAD2"
GDF5|COMPLEX:BMPR1A_ACVR2B,GDF5,COMPLEX:BMPR1A_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, CREB1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, RUNX2, ID4, LEF1, ID1, MAX, GATA3"
GDF5|COMPLEX:BMPR1A_BMPR2,GDF5,COMPLEX:BMPR1A_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
GDF5|COMPLEX:BMPR1B_ACVR2A,GDF5,COMPLEX:BMPR1B_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, NANOG, E2F5, SMAD5, SMAD2"
GDF5|COMPLEX:BMPR1B_ACVR2B,GDF5,COMPLEX:BMPR1B_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, LEF1, ID4, MAX, ID1, CREB1, GATA3"
GDF5|COMPLEX:BMPR1B_BMPR2,GDF5,COMPLEX:BMPR1B_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
GDF6|COMPLEX:BMPR1A_ACVR2A,GDF6,COMPLEX:BMPR1A_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, NANOG, E2F5, SMAD5, SMAD2"
GDF6|COMPLEX:BMPR1A_ACVR2B,GDF6,COMPLEX:BMPR1A_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, CREB1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, RUNX2, ID4, LEF1, ID1, MAX, GATA3"
GDF6|COMPLEX:BMPR1A_BMPR2,GDF6,COMPLEX:BMPR1A_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
GDF6|COMPLEX:BMPR1B_ACVR2A,GDF6,COMPLEX:BMPR1B_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, NANOG, E2F5, SMAD5, SMAD2"
GDF6|COMPLEX:BMPR1B_ACVR2B,GDF6,COMPLEX:BMPR1B_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, LEF1, ID4, MAX, ID1, CREB1, GATA3"
GDF6|COMPLEX:BMPR1B_BMPR2,GDF6,COMPLEX:BMPR1B_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
GDF7|COMPLEX:BMPR1A_ACVR2A,GDF7,COMPLEX:BMPR1A_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, NANOG, E2F5, SMAD5, SMAD2"
GDF7|COMPLEX:BMPR1A_ACVR2B,GDF7,COMPLEX:BMPR1A_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, CREB1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, RUNX2, ID4, LEF1, ID1, MAX, GATA3"
GDF7|COMPLEX:BMPR1A_BMPR2,GDF7,COMPLEX:BMPR1A_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, RUNX2, ID1, SMAD5"
GDF7|COMPLEX:BMPR1B_ACVR2A,GDF7,COMPLEX:BMPR1B_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, ID2, ID3, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, NANOG, E2F5, SMAD5, SMAD2"
GDF7|COMPLEX:BMPR1B_ACVR2B,GDF7,COMPLEX:BMPR1B_ACVR2B,BMP,Secreted,"TCF7L2, ID3, E2F5, FOXO1, SMAD2, JUN, MEF2A, SP1, ID2, E2F4, ESR1, RELA, NANOG, SMAD5, MEF2C, JUNB, NFKB1, SMAD9, SMAD3, TFDP1, SMAD1, SMAD4, LEF1, ID4, MAX, ID1, CREB1, GATA3"
GDF7|COMPLEX:BMPR1B_BMPR2,GDF7,COMPLEX:BMPR1B_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
BMP15|COMPLEX:BMPR1B_BMPR2,BMP15,COMPLEX:BMPR1B_BMPR2,BMP,Secreted,"NFKB1, ID2, ID3, RELA, SMAD1, SMAD9, SMAD4, ID4, ID1, SMAD5"
BMP5|COMPLEX:ACVR1_ACVR2A,BMP5,COMPLEX:ACVR1_ACVR2A,BMP,Secreted,"SMAD3, JUNB, NFKB1, E2F4, TFDP1, RELA, SMAD1, SMAD9, SMAD4, NANOG, E2F5, SMAD5, SMAD2"
